obs_date,BAA10Y,CFNAI,CPIAUCSL,GDPC1,HOUST,ICSA,INDPRO,NFCI,PAYEMS,PERMIT,SAHMREALTIME,T10Y2Y,T10Y3M,UMCSENT,UNRATE,USREC
2022-08-31,2.18,0.04,295.097,22125.625,1532.0,210000.0,101.0963,-0.223,153362.0,1565.0,0.03,-0.3,0.19,58.2,3.6,0.0
2022-09-30,2.24,0.0,296.349,22125.625,1481.0,190000.0,101.2918,-0.105,153582.0,1586.0,0.0,-0.39,0.5,58.6,3.5,0.0
2022-10-31,2.28,0.04,298.007,22278.345,1446.0,202000.0,101.2529,-0.124,153939.0,1583.0,0.07,-0.41,-0.12,59.9,3.6,0.0
2022-11-30,2.15,-0.6,298.786,22278.345,1434.0,209000.0,100.9552,-0.179,154242.0,1424.0,0.07,-0.7,-0.69,56.7,3.6,0.0
2022-12-31,1.99,-0.46,298.832,22278.345,1296.0,205000.0,99.7664,-0.221,154342.0,1398.0,0.03,-0.53,-0.54,59.8,3.5,0.0
2023-01-31,1.9,0.57,300.42,22439.607,1358.0,200000.0,100.505,-0.305,154776.0,1418.0,-0.07,-0.69,-1.18,64.9,3.5,0.0
2023-02-28,1.9,-0.43,301.45,22439.607,1395.0,207000.0,100.6416,-0.268,155066.0,1605.0,0.0,-0.89,-0.96,66.9,3.6,0.0
2023-03-31,2.11,-0.41,301.821,22439.607,1366.0,234000.0,101.0205,-0.151,155134.0,1472.0,0.0,-0.58,-1.37,62.0,3.5,0.0
2023-04-30,2.08,0.04,302.845,22580.499,1343.0,213000.0,101.253,-0.189,155375.0,1482.0,0.0,-0.6,-1.66,63.7,3.4,0.0
2023-05-31,2.16,-0.18,303.334,22580.499,1609.0,229000.0,100.9286,-0.212,155655.0,1579.0,0.03,-0.76,-1.88,59.0,3.6,0.0
2023-06-30,1.88,-0.41,304.014,22580.499,1420.0,236000.0,100.1196,-0.227,155880.0,1447.0,0.07,-1.06,-1.62,64.2,3.6,0.0
2023-07-31,1.77,0.13,304.609,22840.989,1464.0,238000.0,100.9067,-0.278,156043.0,1530.0,0.1,-0.91,-1.58,71.5,3.5,0.0
2023-08-31,1.83,-0.17,306.082,22840.989,1321.0,234000.0,100.8393,-0.332,156261.0,1596.0,0.13,-0.76,-1.47,69.4,3.7,0.0
2023-09-30,1.78,-0.03,307.276,22840.989,1369.0,216000.0,101.0211,-0.311,156417.0,1530.0,0.2,-0.44,-0.96,67.8,3.7,0.0
2023-10-31,1.85,-0.51,307.696,23033.78,1380.0,217000.0,100.4689,-0.284,156576.0,1524.0,0.33,-0.19,-0.71,63.8,3.9,0.0
2023-11-30,1.67,0.14,308.148,23033.78,1522.0,213000.0,100.8639,-0.319,156703.0,1513.0,0.3,-0.36,-1.08,61.3,3.7,0.0
2023-12-31,1.61,-0.12,308.741,23033.78,1504.0,200000.0,100.6031,-0.365,156857.0,1501.0,0.23,-0.35,-1.52,69.7,3.8,0.0
2024-01-31,1.61,-0.98,309.698,23082.119,1378.0,226000.0,99.2223,-0.394,157032.0,1548.0,0.2,-0.28,-1.43,79.0,3.7,0.0
2024-02-29,1.55,0.26,310.967,23082.119,1555.0,212000.0,100.285,-0.424,157238.0,1570.0,0.27,-0.39,-1.2,76.9,3.9,0.0
2024-03-31,1.5,-0.13,312.345,23082.119,1297.0,223000.0,100.4575,-0.43,157466.0,1477.0,0.3,-0.39,-1.26,79.4,3.9,0.0
2024-04-30,1.44,-0.38,313.023,23286.508,1379.0,207000.0,100.2434,-0.411,157530.0,1456.0,0.37,-0.35,-0.77,77.2,3.9,0.0
2024-05-31,1.46,0.16,313.175,23286.508,1329.0,220000.0,100.863,-0.407,157608.0,1405.0,0.37,-0.38,-0.95,69.1,3.9,0.0
2024-06-30,1.55,-0.22,313.044,23286.508,1318.0,238000.0,100.894,-0.379,157695.0,1459.0,0.43,-0.35,-1.12,68.2,4.1,0.0
2024-07-31,1.68,-0.39,313.569,23478.57,1269.0,248000.0,99.9757,-0.359,157748.0,1448.0,0.53,-0.2,-1.32,66.4,4.2,0.0
2024-08-31,1.69,-0.08,314.062,23478.57,1394.0,227000.0,100.4309,-0.389,157757.0,1492.0,0.57,0.0,-1.3,67.9,4.2,0.0
2024-09-30,1.63,-0.29,314.732,23478.57,1357.0,227000.0,99.8084,-0.425,157912.0,1421.0,0.5,0.15,-0.92,70.1,4.1,0.0
2024-10-31,1.46,-0.56,315.631,23586.542,1370.0,219000.0,99.4695,-0.443,157945.0,1435.0,0.43,0.12,-0.36,70.5,4.1,0.0
2024-11-30,1.44,-0.05,316.528,23586.542,1300.0,222000.0,99.2925,-0.473,158079.0,1512.0,0.43,0.05,-0.4,71.8,4.2,0.0
2024-12-31,1.42,0.33,317.604,23586.542,1494.0,212000.0,100.3273,-0.482,158316.0,1467.0,0.4,0.33,0.21,74.0,4.1,0.0
2025-01-31,1.45,-0.5,318.961,23548.21,1353.0,212000.0,100.0647,-0.505,158268.0,1463.0,0.37,0.36,0.27,71.7,4.0,0.0
2025-02-28,1.57,0.39,319.679,23548.21,1491.0,241000.0,101.0993,-0.477,158310.0,1446.0,0.27,0.25,-0.08,64.7,4.2,0.0
2025-03-31,1.76,0.16,319.785,23548.21,1346.0,220000.0,101.0404,-0.407,158377.0,1492.0,0.27,0.34,-0.09,57.0,4.2,0.0
2025-04-30,1.96,-0.36,320.302,23770.976,1400.0,239000.0,101.1279,-0.388,158485.0,1445.0,0.27,0.57,-0.14,52.2,4.2,0.0
2025-05-31,1.84,-0.31,320.62,23770.976,1289.0,244000.0,100.9655,-0.464,158498.0,1416.0,0.27,0.52,0.05,52.2,4.3,0.0
2025-06-30,1.75,-0.09,321.435,23770.976,1379.0,231000.0,101.4785,-0.493,158478.0,1399.0,0.17,0.52,-0.17,60.7,4.1,0.0
2025-07-31,1.67,0.02,322.169,24026.834,1432.0,219000.0,101.894,-0.515,158542.0,1400.0,0.1,0.43,-0.04,61.7,4.3,0.0
2025-08-31,1.8,-0.36,323.291,24026.834,1291.0,236000.0,101.6247,-0.524,158472.0,1347.0,0.13,0.64,0.0,58.2,4.3,0.0
2025-09-30,1.67,-0.32,324.245,24026.834,1319.0,225000.0,101.668,-0.522,158548.0,1444.0,0.23,0.56,0.14,55.1,4.4,0.0
2025-10-31,1.69,-0.5,324.245,24055.749,1273.0,221000.0,101.2195,-0.51,158408.0,1418.0,0.23,0.51,0.22,53.6,4.4,0.0
2025-11-30,1.78,-0.31,325.063,24055.749,1319.0,216000.0,101.0344,-0.505,158449.0,1414.0,0.43,0.55,0.14,51.0,4.5,0.0
2025-12-31,1.72,-0.06,326.031,24055.749,1378.0,203000.0,101.4941,-0.533,158432.0,1482.0,0.35,0.71,0.51,52.9,4.4,0.0
2026-01-31,1.62,-0.07,326.588,24180.419,1385.0,230000.0,101.0388,-0.56,158592.0,1393.0,0.3,0.74,0.59,56.4,4.3,0.0
2026-02-28,1.8,0.22,327.46,24180.419,1346.0,214000.0,101.9263,-0.503,158436.0,1540.0,0.27,0.59,0.3,56.6,4.4,0.0
2026-03-31,1.79,-0.17,330.293,24180.419,1522.0,203000.0,101.6172,-0.454,158650.0,1363.0,0.2,0.51,0.6,53.3,4.3,0.0
2026-04-30,1.7,0.05,332.407,24180.419,1414.0,190000.0,102.4196,-0.489,158798.0,1423.0,0.13,0.52,0.72,49.8,4.3,0.0
2026-05-31,1.57,-0.19,333.979,24180.419,1199.0,225000.0,102.5606,-0.495,158927.0,1410.0,0.1,0.47,0.76,44.8,4.3,0.0
2026-06-30,1.53,-0.02,332.568,24180.419,1427.0,217000.0,102.6395,-0.511,158984.0,1367.0,0.07,0.3,0.57,44.8,4.2,0.0
2026-07-31,1.6,-0.02,332.568,24180.419,1427.0,187000.0,102.6395,-0.552,158984.0,1367.0,0.07,0.36,0.78,44.8,4.2,0.0
