obs_date,BAA10Y,CFNAI,CPIAUCSL,GDPC1,HOUST,ICSA,INDPRO,NFCI,PAYEMS,PERMIT,SAHMREALTIME,T10Y2Y,T10Y3M,UMCSENT,UNRATE,USREC
2007-10-31,1.99,-0.27,209.19,16915.191,1264.0,328000.0,101.8015,0.001,138175.0,1192.0,0.2,0.54,0.54,80.9,4.7,0.0
2007-11-30,2.47,-0.08,210.834,16915.191,1197.0,352000.0,102.3446,0.481,138290.0,1224.0,0.23,0.93,0.82,76.1,4.7,0.0
2007-12-31,2.52,-0.44,211.445,16915.191,1037.0,360000.0,102.3803,0.523,138395.0,1149.0,0.4,0.99,0.68,75.5,5.0,0.0
2008-01-31,2.96,-0.23,212.174,16843.003,1084.0,366000.0,102.2448,0.417,138391.0,1094.0,0.4,1.5,1.71,78.4,5.0,1.0
2008-02-29,3.22,-0.8,212.687,16843.003,1103.0,354000.0,101.8438,0.794,138329.0,1014.0,0.43,1.88,1.68,70.8,4.9,1.0
2008-03-31,3.45,-0.79,213.448,16843.003,1005.0,387000.0,101.5336,0.948,138259.0,967.0,0.47,1.83,2.07,69.5,5.1,1.0
2008-04-30,3.1,-0.67,213.942,16943.291,1013.0,370000.0,100.8785,0.652,138040.0,1008.0,0.5,1.48,2.34,62.6,5.0,1.0
2008-05-31,3.0,-0.84,215.208,16943.291,973.0,362000.0,100.2674,0.506,137851.0,995.0,0.73,1.4,2.17,59.8,5.4,1.0
2008-06-30,3.05,-0.72,217.463,16943.291,1046.0,392000.0,100.0335,0.715,137700.0,1180.0,0.8,1.36,2.09,56.4,5.6,1.0
2008-07-31,3.22,-1.21,219.016,16854.295,923.0,434000.0,99.676,0.718,137497.0,921.0,0.97,1.47,2.31,61.2,5.8,1.0
2008-08-31,3.29,-1.26,218.69,16854.295,844.0,442000.0,98.1111,0.843,137211.0,858.0,1.1,1.47,2.11,63.0,6.1,1.0
2008-09-30,4.0,-2.58,218.877,16854.295,820.0,483000.0,93.7895,1.792,136760.0,797.0,1.27,1.85,2.93,70.3,6.1,1.0
2008-10-31,5.53,-1.13,216.995,16485.35,777.0,480000.0,94.7219,2.789,136291.0,736.0,1.5,2.45,3.55,57.6,6.5,1.0
2008-11-30,6.1,-2.35,213.153,16485.35,652.0,529000.0,93.4715,3.07,135541.0,626.0,1.7,1.93,2.92,55.3,6.8,1.0
2008-12-31,5.82,-2.68,211.398,16485.35,560.0,533000.0,90.8357,2.716,134847.0,554.0,2.07,1.49,2.14,60.1,7.3,1.0
2009-01-31,5.38,-3.04,211.933,16298.262,490.0,629000.0,88.57,2.14,134079.0,545.0,2.37,1.93,2.63,61.2,7.8,1.0
2009-02-28,5.22,-1.24,212.705,16298.262,582.0,652000.0,88.031,2.145,133318.0,558.0,2.77,2.02,2.76,56.3,8.3,1.0
2009-03-31,5.74,-2.35,212.495,16298.262,505.0,665000.0,86.6528,1.933,132494.0,513.0,3.13,1.9,2.5,57.3,8.7,1.0
2009-04-30,5.08,-1.61,212.709,16269.145,478.0,620000.0,85.9344,1.386,131822.0,521.0,3.53,2.25,3.02,65.1,9.0,1.0
2009-05-31,4.29,-1.2,213.022,16269.145,540.0,607000.0,85.0665,0.881,131466.0,556.0,3.73,2.55,3.33,68.7,9.4,1.0
2009-06-30,3.64,-0.93,214.79,16269.145,585.0,594000.0,84.7459,0.73,131008.0,601.0,3.9,2.42,3.34,70.8,9.5,1.0
2009-07-31,3.11,0.14,214.726,16326.281,594.0,587000.0,85.7027,0.421,130662.0,595.0,3.8,2.39,3.34,66.0,9.5,0.0
2009-08-31,2.98,0.0,215.445,16326.281,586.0,564000.0,86.6426,0.235,130472.0,616.0,3.67,2.43,3.25,65.7,9.6,0.0
2009-09-30,2.86,-0.21,215.861,16326.281,585.0,554000.0,87.4063,0.107,130246.0,609.0,3.57,2.36,3.17,73.5,9.8,0.0
2009-10-31,2.86,-0.29,216.509,16502.754,534.0,522000.0,87.6419,0.025,130061.0,583.0,3.57,2.51,3.36,70.6,10.0,0.0
2009-11-30,2.99,0.06,217.234,16502.754,588.0,475000.0,88.0221,-0.028,130057.0,623.0,3.47,2.54,3.15,67.4,9.9,0.0
2009-12-31,2.54,-0.29,217.347,16502.754,581.0,468000.0,88.3793,-0.148,129808.0,664.0,3.07,2.71,3.79,72.5,9.9,0.0
2010-01-31,2.57,0.16,217.488,16582.71,614.0,496000.0,89.3426,-0.197,129802.0,636.0,2.57,2.81,3.55,74.4,9.8,0.0
2010-02-28,2.62,-0.35,217.281,16582.71,604.0,488000.0,89.6779,-0.242,129706.0,650.0,2.03,2.8,3.48,73.6,9.8,0.0
2010-03-31,2.47,0.48,217.353,16582.71,636.0,459000.0,90.2928,-0.414,129866.0,687.0,1.53,2.82,3.68,73.6,9.9,0.0
2010-04-30,2.38,0.41,217.403,16743.162,687.0,449000.0,90.5991,-0.348,130120.0,637.0,1.2,2.72,3.53,72.2,9.9,0.0
2010-05-31,2.89,0.3,217.29,16743.162,583.0,458000.0,91.823,-0.067,130642.0,575.0,0.8,2.55,3.15,73.6,9.6,0.0
2010-06-30,3.08,-0.17,217.199,16743.162,536.0,464000.0,91.9928,-0.069,130510.0,587.0,0.43,2.36,2.79,76.0,9.4,0.0
2010-07-31,2.91,0.15,217.605,16872.266,546.0,476000.0,92.3421,-0.243,130415.0,579.0,0.13,2.39,2.79,67.8,9.4,0.0
2010-08-31,3.01,-0.16,217.923,16872.266,599.0,467000.0,92.6805,-0.266,130415.0,580.0,0.0,2.0,2.33,68.9,9.5,0.0
2010-09-30,3.05,-0.19,218.275,16872.266,594.0,459000.0,92.9537,-0.329,130341.0,563.0,0.03,2.11,2.37,68.2,9.5,0.0
2010-10-31,3.15,-0.12,219.035,16960.864,543.0,453000.0,92.6903,-0.431,130620.0,558.0,0.07,2.29,2.51,67.7,9.4,0.0
2010-11-30,3.03,-0.19,219.59,16960.864,545.0,432000.0,92.7709,-0.448,130749.0,560.0,0.13,2.36,2.64,71.6,9.8,0.0
2010-12-31,2.68,0.09,220.472,16960.864,539.0,404000.0,93.6787,-0.522,130830.0,632.0,0.1,2.69,3.18,74.5,9.3,0.0
2011-01-31,2.68,0.02,221.187,16920.632,630.0,420000.0,93.4814,-0.593,130837.0,576.0,-0.13,2.84,3.27,74.2,9.1,0.0
2011-02-28,2.57,-0.38,221.898,16920.632,517.0,385000.0,93.1102,-0.573,131057.0,542.0,-0.3,2.73,3.27,77.5,9.0,0.0
2011-03-31,2.58,0.41,223.046,16920.632,600.0,399000.0,94.0788,-0.548,131283.0,583.0,-0.2,2.67,3.38,67.5,9.0,0.0
2011-04-30,2.58,-0.48,224.093,17035.114,554.0,468000.0,93.7749,-0.599,131597.0,581.0,0.0,2.71,3.28,69.8,9.1,0.0
2011-05-31,2.65,-0.34,224.806,17035.114,561.0,418000.0,93.888,-0.56,131703.0,618.0,0.07,2.6,2.99,74.3,9.0,0.0
2011-06-30,2.72,0.01,224.806,17035.114,608.0,421000.0,94.172,-0.519,131931.0,636.0,0.2,2.73,3.15,71.5,9.1,0.0
2011-07-31,2.77,0.17,225.395,17031.313,623.0,406000.0,94.636,-0.393,131992.0,621.0,0.23,2.46,2.72,63.7,9.0,0.0
2011-08-31,3.25,0.01,226.106,17031.313,585.0,409000.0,95.2749,-0.135,132125.0,647.0,0.23,2.03,2.21,55.8,9.0,0.0
2011-09-30,3.3,-0.27,226.597,17031.313,650.0,406000.0,95.1961,-0.037,132344.0,610.0,0.2,1.67,1.9,59.5,9.0,0.0
2011-10-31,3.02,0.16,226.75,17222.583,610.0,399000.0,95.8568,-0.102,132553.0,671.0,0.17,1.92,2.16,60.8,8.8,0.0
2011-11-30,3.24,-0.35,227.169,17222.583,711.0,397000.0,95.8485,-0.071,132690.0,706.0,0.0,1.83,2.07,63.7,8.6,0.0
2011-12-31,3.27,0.28,227.223,17222.583,694.0,376000.0,96.3571,-0.148,132888.0,697.0,-0.17,1.64,1.87,69.9,8.5,0.0
2012-01-31,3.24,0.37,227.842,17367.01,723.0,372000.0,96.9318,-0.323,133246.0,712.0,-0.2,1.61,1.77,75.0,8.3,0.0
2012-02-29,3.1,0.0,228.329,17367.01,704.0,365000.0,97.2435,-0.407,133509.0,738.0,-0.13,1.68,1.9,75.3,8.3,0.0
2012-03-31,3.07,-0.39,228.807,17367.01,695.0,358000.0,96.74,-0.435,133748.0,806.0,-0.1,1.9,2.16,76.2,8.2,0.0
2012-04-30,3.2,0.06,229.187,17444.525,753.0,372000.0,97.4359,-0.377,133825.0,732.0,-0.07,1.68,1.85,76.4,8.2,0.0
2012-05-31,3.4,-0.17,228.713,17444.525,708.0,381000.0,97.6609,-0.26,133932.0,796.0,-0.03,1.32,1.52,79.3,8.2,0.0
2012-06-30,3.39,-0.32,228.524,17444.525,757.0,372000.0,97.6663,-0.274,134013.0,794.0,0.0,1.34,1.58,73.2,8.2,0.0
2012-07-31,3.27,-0.28,228.59,17469.65,740.0,372000.0,97.8713,-0.366,134157.0,849.0,0.07,1.28,1.4,72.3,8.2,0.0
2012-08-31,3.21,-0.45,229.918,17469.65,754.0,377000.0,97.4525,-0.461,134339.0,840.0,0.03,1.35,1.48,74.3,8.1,0.0
2012-09-30,3.07,-0.11,231.015,17469.65,847.0,376000.0,97.381,-0.528,134517.0,930.0,-0.1,1.42,1.55,78.3,7.8,0.0
2012-10-31,2.73,-0.26,231.638,17489.852,915.0,364000.0,97.7193,-0.55,134669.0,887.0,-0.13,1.42,1.61,82.6,7.8,0.0
2012-11-30,2.95,0.28,231.249,17489.852,833.0,388000.0,98.0777,-0.555,134825.0,917.0,-0.13,1.37,1.54,82.7,7.7,0.0
2012-12-31,2.85,0.14,231.221,17489.852,976.0,362000.0,98.3101,-0.6,135074.0,941.0,0.0,1.53,1.73,72.9,7.9,0.0
2013-01-31,2.82,-0.33,231.679,17662.4,888.0,366000.0,98.3342,-0.643,135257.0,940.0,0.0,1.75,1.95,73.8,8.0,0.0
2013-02-28,2.89,0.23,232.937,17662.4,962.0,342000.0,98.7941,-0.65,135546.0,980.0,-0.03,1.64,1.78,77.6,7.7,0.0
2013-03-31,2.96,-0.26,232.282,17662.4,1010.0,375000.0,99.1921,-0.664,135689.0,936.0,-0.07,1.62,1.8,78.6,7.5,0.0
2013-04-30,2.83,-0.29,231.797,17709.671,835.0,331000.0,99.1065,-0.705,135873.0,1012.0,-0.13,1.48,1.65,76.4,7.6,0.0
2013-05-31,2.79,0.14,231.893,17709.671,930.0,353000.0,99.1839,-0.691,136096.0,1003.0,-0.03,1.86,2.12,84.5,7.5,0.0
2013-06-30,2.83,-0.14,232.445,17709.671,839.0,340000.0,99.3897,-0.629,136279.0,942.0,0.0,2.16,2.48,84.1,7.5,0.0
2013-07-31,2.68,-0.52,232.9,17860.45,880.0,334000.0,99.0814,-0.661,136391.0,997.0,-0.03,2.29,2.56,85.1,7.3,0.0
2013-08-31,2.56,0.3,233.456,17860.45,917.0,325000.0,99.6543,-0.664,136646.0,964.0,-0.1,2.39,2.75,82.1,7.2,0.0
2013-09-30,2.75,0.1,233.544,17860.45,850.0,319000.0,100.161,-0.677,136821.0,1004.0,-0.13,2.31,2.62,77.5,7.2,0.0
2013-10-31,2.65,0.01,233.669,18016.147,925.0,347000.0,100.082,-0.727,137041.0,1044.0,-0.03,2.26,2.53,73.2,7.2,0.0
2013-11-30,2.61,0.3,234.1,18016.147,1100.0,312000.0,100.3158,-0.77,137317.0,1029.0,-0.1,2.47,2.69,75.1,6.9,0.0
2013-12-31,2.33,-0.15,234.719,18016.147,1002.0,332000.0,100.5175,-0.779,137372.0,1005.0,-0.17,2.66,2.97,82.5,6.7,0.0
2014-01-31,2.4,-0.7,235.288,17953.974,888.0,340000.0,100.1599,-0.763,137561.0,976.0,-0.2,2.33,2.65,81.2,6.6,0.0
2014-02-28,2.35,0.44,235.547,17953.974,944.0,341000.0,100.9168,-0.776,137712.0,1039.0,-0.1,2.33,2.61,81.6,6.7,0.0
2014-03-31,2.26,0.48,236.028,17953.974,970.0,330000.0,101.8942,-0.776,137985.0,1067.0,0.0,2.29,2.68,80.0,6.7,0.0
2014-04-30,2.16,0.05,236.468,18185.911,1043.0,345000.0,101.9928,-0.769,138298.0,1090.0,-0.1,2.25,2.64,84.1,6.2,0.0
2014-05-31,2.22,0.12,236.918,18185.911,1007.0,312000.0,102.3836,-0.789,138513.0,1018.0,-0.13,2.11,2.44,81.9,6.3,0.0
2014-06-30,2.18,0.14,237.231,18185.911,911.0,308000.0,102.735,-0.783,138849.0,1010.0,-0.2,2.06,2.49,82.5,6.1,0.0
2014-07-31,2.17,0.3,237.498,18406.941,1085.0,303000.0,102.9632,-0.739,139072.0,1076.0,-0.03,2.05,2.55,81.8,6.2,0.0
2014-08-31,2.23,-0.23,237.46,18406.941,984.0,303000.0,102.7688,-0.722,139269.0,1047.0,-0.07,1.87,2.32,82.5,6.1,0.0
2014-09-30,2.29,0.01,237.477,18406.941,1023.0,290000.0,103.0641,-0.673,139563.0,1077.0,-0.07,1.94,2.5,84.6,5.9,0.0
2014-10-31,2.39,0.04,237.43,18500.031,1074.0,291000.0,103.0764,-0.643,139798.0,1094.0,-0.13,1.85,2.34,86.9,5.7,0.0
2014-11-30,2.52,0.27,236.983,18500.031,1001.0,291000.0,103.7126,-0.649,140089.0,1059.0,-0.1,1.71,2.16,88.8,5.8,0.0
2014-12-31,2.51,0.06,236.252,18500.031,1073.0,285000.0,103.7044,-0.571,140364.0,1072.0,-0.1,1.5,2.13,93.6,5.6,0.0
2015-01-31,2.61,-0.26,234.747,18666.621,1085.0,281000.0,102.8905,-0.506,140568.0,1049.0,0.0,1.21,1.66,98.1,5.7,0.0
2015-02-28,2.46,-0.48,235.342,18666.621,886.0,317000.0,102.2335,-0.53,140827.0,1127.0,-0.1,1.37,1.98,95.4,5.5,0.0
2015-03-31,2.55,0.01,235.976,18666.621,960.0,269000.0,101.8914,-0.549,140923.0,1072.0,-0.03,1.38,1.91,93.0,5.4,0.0
2015-04-30,2.6,0.0,236.222,18782.243,1190.0,269000.0,101.3355,-0.557,141196.0,1166.0,-0.1,1.47,2.04,95.9,5.4,0.0
2015-05-31,2.72,-0.34,237.001,18782.243,1079.0,275000.0,100.8883,-0.554,141538.0,1272.0,0.0,1.51,2.11,90.7,5.6,0.0
2015-06-30,2.83,-0.14,237.657,18782.243,1205.0,275000.0,100.571,-0.545,141709.0,1379.0,-0.07,1.71,2.34,96.1,5.3,0.0
2015-07-31,2.94,0.35,238.034,18857.418,1146.0,269000.0,101.2228,-0.502,141991.0,1140.0,-0.03,1.53,2.12,93.1,5.2,0.0
2015-08-31,3.15,-0.28,238.033,18857.418,1130.0,279000.0,101.0367,-0.411,142125.0,1165.0,-0.13,1.47,2.13,91.9,5.1,0.0
2015-09-30,3.29,-0.12,237.498,18857.418,1224.0,272000.0,100.7547,-0.397,142275.0,1144.0,-0.07,1.42,2.06,87.2,5.0,0.0
2015-10-31,3.19,-0.26,237.733,18892.206,1058.0,275000.0,100.2675,-0.465,142579.0,1160.0,-0.1,1.41,2.08,90.0,5.0,0.0
2015-11-30,3.2,-0.36,238.017,18892.206,1172.0,265000.0,99.5298,-0.439,142808.0,1244.0,-0.03,1.27,1.99,91.3,5.1,0.0
2015-12-31,3.23,-0.3,237.761,18892.206,1146.0,276000.0,99.0417,-0.349,143077.0,1211.0,-0.03,1.21,2.11,92.6,5.0,0.0
2016-01-31,3.48,0.09,237.652,19001.69,1092.0,282000.0,99.5607,-0.276,143210.0,1171.0,-0.03,1.18,1.61,92.0,4.8,0.0
2016-02-29,3.55,-0.23,237.336,19001.69,1225.0,269000.0,99.0445,-0.298,143406.0,1172.0,-0.03,0.96,1.41,91.7,4.9,0.0
2016-03-31,3.12,-0.33,238.08,19001.69,1111.0,271000.0,98.3096,-0.368,143662.0,1118.0,0.0,1.05,1.57,91.0,5.0,0.0
2016-04-30,2.86,-0.1,238.992,19062.709,1163.0,278000.0,98.6421,-0.386,143854.0,1160.0,0.03,1.06,1.61,89.0,5.1,0.0
2016-05-31,2.84,-0.35,239.557,19062.709,1148.0,263000.0,98.4184,-0.373,143900.0,1205.0,-0.03,0.97,1.5,94.7,4.8,0.0
2016-06-30,2.92,0.13,240.222,19062.709,1203.0,262000.0,98.8833,-0.349,144147.0,1208.0,-0.03,0.91,1.23,93.5,4.9,0.0
2016-07-31,2.71,0.05,240.101,19197.938,1239.0,266000.0,98.9992,-0.367,144520.0,1198.0,-0.03,0.79,1.18,90.0,4.8,0.0
2016-08-31,2.61,-0.22,240.545,19197.938,1171.0,261000.0,98.85,-0.363,144661.0,1201.0,0.07,0.78,1.25,89.8,4.9,0.0
2016-09-30,2.69,-0.09,241.176,19197.938,1068.0,247000.0,98.7457,-0.346,144967.0,1303.0,0.1,0.83,1.31,91.2,5.0,0.0
2016-10-31,2.61,-0.07,241.741,19304.352,1313.0,265000.0,98.7611,-0.386,145065.0,1254.0,0.1,0.98,1.5,87.2,4.9,0.0
2016-11-30,2.45,-0.22,242.026,19304.352,1140.0,255000.0,98.3491,-0.436,145183.0,1230.0,0.0,1.26,1.89,93.8,4.7,0.0
2016-12-31,2.28,0.38,242.637,19304.352,1252.0,244000.0,99.0214,-0.473,145408.0,1248.0,-0.07,1.25,1.94,98.2,4.7,0.0
2017-01-31,2.23,-0.11,243.618,19398.343,1190.0,241000.0,98.7611,-0.493,145628.0,1303.0,0.0,1.26,1.93,98.5,4.7,0.0
2017-02-28,2.19,-0.09,244.006,19398.343,1271.0,221000.0,98.3646,-0.494,145846.0,1234.0,0.03,1.14,1.83,96.3,4.6,0.0
2017-03-31,2.24,0.02,243.892,19398.343,1190.0,236000.0,99.0137,-0.486,145970.0,1272.0,-0.03,1.13,1.64,96.9,4.4,0.0
2017-04-30,2.28,0.34,244.193,19506.949,1146.0,232000.0,100.0224,-0.513,146175.0,1251.0,-0.13,1.01,1.49,97.0,4.4,0.0
2017-05-31,2.23,0.02,244.004,19506.949,1157.0,253000.0,100.1408,-0.551,146380.0,1208.0,-0.13,0.93,1.23,97.1,4.4,0.0
2017-06-30,2.09,0.16,244.163,19506.949,1249.0,247000.0,100.3471,-0.574,146583.0,1353.0,-0.03,0.93,1.28,95.0,4.3,0.0
2017-07-31,2.06,-0.16,244.243,19660.766,1206.0,245000.0,100.1068,-0.581,146772.0,1256.0,-0.03,0.96,1.23,93.4,4.3,0.0
2017-08-31,2.14,0.01,245.183,19660.766,1159.0,247000.0,99.6925,-0.563,146919.0,1319.0,0.03,0.79,1.11,96.8,4.4,0.0
2017-09-30,2.0,0.18,246.435,19660.766,1181.0,260000.0,99.7954,-0.573,147008.0,1273.0,-0.03,0.86,1.27,95.1,4.3,0.0
2017-10-31,1.91,0.54,246.626,19882.352,1257.0,241000.0,101.0247,-0.599,147149.0,1356.0,-0.07,0.78,1.23,100.7,4.2,0.0
2017-11-30,1.88,0.23,247.284,19882.352,1273.0,243000.0,101.2664,-0.607,147372.0,1299.0,-0.1,0.64,1.15,98.5,4.2,0.0
2017-12-31,1.77,0.2,247.805,19882.352,1177.0,248000.0,101.4644,-0.619,147523.0,1311.0,-0.03,0.51,1.01,95.9,4.1,0.0
2018-01-31,1.56,-0.23,248.859,20044.077,1299.0,228000.0,101.4625,-0.609,147660.0,1317.0,0.0,0.58,1.26,95.7,4.0,0.0
2018-02-28,1.68,0.47,249.529,20044.077,1277.0,216000.0,101.7085,-0.547,148054.0,1321.0,0.0,0.62,1.22,99.7,4.1,0.0
2018-03-31,1.85,0.11,249.577,20044.077,1318.0,232000.0,102.2067,-0.5,148280.0,1385.0,0.0,0.47,1.01,101.4,4.0,0.0
2018-04-30,1.79,0.4,250.227,20150.476,1276.0,209000.0,103.3329,-0.541,148420.0,1378.0,-0.07,0.46,1.08,98.8,4.0,0.0
2018-05-31,1.89,-0.14,250.792,20150.476,1357.0,222000.0,102.4024,-0.567,148742.0,1338.0,-0.1,0.43,0.9,98.0,3.8,0.0
2018-06-30,1.99,0.22,251.018,20150.476,1192.0,228000.0,103.198,-0.541,148960.0,1345.0,-0.03,0.33,0.92,98.2,4.0,0.0
2018-07-31,1.83,0.05,251.214,20276.154,1208.0,207000.0,103.3646,-0.564,149020.0,1334.0,0.0,0.29,0.93,97.9,3.8,0.0
2018-08-31,1.92,0.3,251.663,20276.154,1288.0,211000.0,104.0327,-0.599,149277.0,1273.0,0.03,0.24,0.75,96.2,3.8,0.0
2018-09-30,1.84,0.02,252.182,20276.154,1250.0,210000.0,104.1004,-0.593,149358.0,1314.0,-0.07,0.24,0.86,100.1,3.7,0.0
2018-10-31,2.03,-0.21,252.772,20304.874,1221.0,216000.0,103.9856,-0.551,149527.0,1272.0,-0.07,0.28,0.81,98.6,3.8,0.0
2018-11-30,2.27,0.01,252.594,20304.874,1181.0,237000.0,104.0681,-0.46,149617.0,1340.0,-0.07,0.21,0.64,97.5,3.8,0.0
2018-12-31,2.45,-0.13,252.767,20304.874,1095.0,238000.0,104.0936,-0.425,149809.0,1317.0,0.07,0.21,0.24,98.3,3.9,0.0
2019-01-31,2.38,-0.36,252.561,20431.641,1226.0,234000.0,103.4021,-0.504,150060.0,1254.0,0.13,0.18,0.22,91.2,4.0,0.0
2019-02-28,2.22,-0.41,253.319,20431.641,1121.0,221000.0,102.8371,-0.578,150067.0,1286.0,0.17,0.21,0.28,93.8,3.8,0.0
2019-03-31,2.26,-0.1,254.277,20431.641,1191.0,203000.0,102.8757,-0.602,150295.0,1295.0,0.13,0.14,0.01,98.4,3.8,0.0
2019-04-30,2.14,-0.51,255.233,20602.275,1272.0,224000.0,102.274,-0.611,150591.0,1322.0,0.0,0.24,0.08,97.2,3.7,0.0
2019-05-31,2.37,0.02,255.296,20602.275,1293.0,222000.0,102.392,-0.577,150618.0,1347.0,-0.07,0.19,-0.21,100.0,3.6,0.0
2019-06-30,2.31,0.04,255.213,20602.275,1243.0,226000.0,102.4375,-0.571,150838.0,1299.0,-0.03,0.25,-0.12,98.2,3.6,0.0
2019-07-31,2.13,-0.36,255.802,20843.322,1240.0,206000.0,101.9408,-0.573,150937.0,1379.0,0.03,0.13,-0.06,98.4,3.7,0.0
2019-08-31,2.26,0.17,256.036,20843.322,1375.0,215000.0,102.639,-0.523,151169.0,1482.0,0.07,0.0,-0.49,89.8,3.6,0.0
2019-09-30,2.2,-0.43,256.43,20843.322,1311.0,215000.0,102.2917,-0.507,151365.0,1469.0,0.0,0.05,-0.2,93.2,3.5,0.0
2019-10-31,2.18,-0.78,257.155,20985.448,1325.0,215000.0,101.4281,-0.546,151460.0,1523.0,-0.03,0.17,0.15,95.5,3.6,0.0
2019-11-30,2.08,0.2,257.879,20985.448,1353.0,231000.0,101.9372,-0.566,151667.0,1535.0,-0.07,0.17,0.19,96.8,3.6,0.0
2019-12-31,1.98,-0.35,258.63,20985.448,1548.0,231000.0,101.7003,-0.551,151794.0,1443.0,0.0,0.34,0.37,99.3,3.6,0.0
2020-01-31,2.13,-0.25,259.127,20709.212,1581.0,210000.0,101.0338,-0.617,152031.0,1490.0,0.0,0.18,-0.04,99.8,3.6,0.0
2020-02-29,2.38,0.07,259.25,20709.212,1549.0,215000.0,101.3735,-0.293,152293.0,1461.0,0.0,0.27,-0.14,101.0,3.5,0.0
2020-03-31,3.93,-4.38,258.076,20709.212,1266.0,5946000.0,97.4078,0.269,150895.0,1351.0,0.3,0.47,0.59,89.1,4.4,1.0
2020-04-30,3.23,-18.32,256.032,19077.992,936.0,3446000.0,84.5619,0.158,130426.0,1079.0,4.0,0.44,0.55,71.8,14.8,1.0
2020-05-31,3.08,4.76,255.802,19077.992,1039.0,1639000.0,85.9604,-0.269,133040.0,1251.0,7.27,0.49,0.51,72.3,13.2,0.0
2020-06-30,2.93,6.32,257.042,19077.992,1266.0,1446000.0,91.5934,-0.384,137671.0,1333.0,9.5,0.5,0.5,78.1,11.0,0.0
2020-07-31,2.6,2.64,258.352,20558.879,1526.0,1260000.0,95.0256,-0.474,139255.0,1539.0,8.0,0.44,0.46,72.5,10.2,0.0
2020-08-31,2.67,1.26,259.316,20558.879,1396.0,881000.0,95.9549,-0.507,140821.0,1534.0,6.37,0.58,0.61,74.1,8.4,0.0
2020-09-30,2.75,0.5,259.997,20558.879,1473.0,795000.0,95.9669,-0.491,141770.0,1650.0,5.3,0.56,0.59,80.4,7.8,0.0
2020-10-31,2.61,1.01,260.319,20791.917,1543.0,773000.0,96.7394,-0.506,142460.0,1612.0,4.2,0.74,0.79,81.8,6.9,0.0
2020-11-30,2.29,0.28,260.911,20791.917,1543.0,737000.0,97.0816,-0.567,142733.0,1692.0,3.63,0.68,0.76,76.9,6.7,0.0
2020-12-31,2.18,0.68,262.045,20791.917,1614.0,773000.0,98.363,-0.603,142548.0,1755.0,3.23,0.8,0.84,80.7,6.7,0.0
2021-01-31,2.17,0.86,262.687,21082.134,1624.0,803000.0,98.8822,-0.618,142863.0,1856.0,3.03,1.0,1.05,79.0,6.4,0.0
2021-02-28,2.12,-1.84,263.579,21082.134,1398.0,704000.0,95.6149,-0.626,143380.0,1703.0,2.87,1.3,1.4,76.8,6.2,0.0
2021-03-31,2.03,2.4,264.961,21082.134,1688.0,658000.0,98.3856,-0.648,144232.0,1756.0,2.33,1.58,1.71,84.9,6.1,0.0
2021-04-30,1.96,0.12,266.614,21440.929,1489.0,574000.0,98.5587,-0.681,144587.0,1710.0,-0.07,1.49,1.64,88.3,6.1,0.0
2021-05-31,1.99,0.23,268.383,21440.929,1600.0,427000.0,99.4333,-0.692,145065.0,1705.0,-0.13,1.44,1.57,82.9,5.8,0.0
2021-06-30,1.87,0.33,270.654,21440.929,1664.0,368000.0,99.7987,-0.685,145820.0,1662.0,-0.03,1.2,1.4,85.5,5.9,0.0
2021-07-31,1.95,0.75,271.903,21617.828,1600.0,379000.0,100.2519,-0.654,146762.0,1666.0,-0.23,1.05,1.18,81.2,5.4,0.0
2021-08-31,1.94,-0.04,272.676,21617.828,1596.0,353000.0,100.0437,-0.646,147314.0,1740.0,-0.2,1.1,1.26,70.3,5.1,0.0
2021-09-30,1.85,-0.13,273.91,21617.828,1576.0,375000.0,98.8579,-0.652,147771.0,1649.0,-0.37,1.24,1.48,72.8,4.7,0.0
2021-10-31,1.69,0.93,276.55,21988.737,1587.0,261000.0,100.1861,-0.62,148572.0,1699.0,-0.27,1.07,1.5,71.7,4.5,0.0
2021-11-30,1.81,0.66,278.919,21988.737,1707.0,221000.0,100.8654,-0.55,149230.0,1770.0,-0.33,0.91,1.38,67.4,4.1,0.0
2021-12-31,1.85,0.17,280.845,21988.737,1711.0,217000.0,100.5726,-0.555,149816.0,1886.0,-0.27,0.79,1.46,70.6,3.9,0.0
2022-01-31,1.93,-0.04,282.543,21932.71,1693.0,231000.0,100.1856,-0.539,150006.0,1923.0,-0.2,0.61,1.57,67.2,4.0,0.0
2022-02-28,2.34,0.4,284.5,21932.71,1730.0,208000.0,100.8064,-0.437,150825.0,1846.0,-0.13,0.39,1.48,62.8,3.9,0.0
2022-03-31,1.93,0.43,287.674,21932.71,1700.0,214000.0,101.3907,-0.372,151315.0,1899.0,-0.1,0.04,1.8,59.4,3.7,0.0
2022-04-30,2.05,0.0,288.561,21967.045,1807.0,218000.0,101.44,-0.335,151623.0,1849.0,-0.13,0.19,2.04,65.2,3.7,0.0
2022-05-31,2.18,-0.41,291.298,21967.045,1546.0,199000.0,101.3335,-0.257,151924.0,1711.0,-0.07,0.32,1.69,58.4,3.6,0.0
2022-06-30,2.31,-0.25,294.957,21967.045,1556.0,212000.0,101.018,-0.17,152358.0,1726.0,0.0,0.06,1.26,50.0,3.6,0.0
2022-07-31,2.36,0.2,294.913,22125.625,1382.0,228000.0,101.223,-0.217,153072.0,1707.0,-0.03,-0.22,0.26,51.5,3.5,0.0
